SID,Level,WORD,POS,WORD,Vowel_Type,Stressed_Vowel
576,B,scenario,n.,Monophthong,scenario,/ ɛ /
577,B,scholar,n.,Monophthong,scholar,/ ɑ /
578,B,scholarship,n.,Monophthong,scholarship,/ ɑ /
579,B,scratch,v.,Monophthong,scratch,/ æ /
580,B,scratch,n.,Monophthong,scratch,/ æ /
581,B,screening,n.,Monophthong,screening,/ i /
582,B,seeker,n.,Monophthong,seeker,/ i /
583,B,seminar,n.,Monophthong,seminar,/ ɛ /
584,B,settler,n.,Monophthong,settler,/ ɛ /
585,B,severely,adv.,Monophthong,severely,/ ɪ /
586,B,sexy,adj.,Monophthong,sexy,/ ɛ /
587,B,shaped,adj.,Diphthong,shaped,/ eɪ /
588,B,shocking,adj.,Monophthong,shocking,/ ɑ /
589,B,shore,n.,Monophthong,shore,/ ɔ /
590,B,shortage,n.,Monophthong,shortage,/ ɔ /
591,B,shortly,adv.,Monophthong,shortly,/ ɔ /
592,B,short-term,adj.,Monophthong,short-term,/ ɝ /
593,B,sibling,n.,Monophthong,sibling,/ ɪ /
594,B,signature,n.,Monophthong,signature,/ ɪ /
595,B,significance,n.,Monophthong,significance,/ ɪ /
596,B,skilled,adj.,Monophthong,skilled,/ ɪ /
597,B,skull,n.,Monophthong,skull,/ ʌ /
598,B,slogan,n.,Diphthong,slogan,/ oʊ /
599,B,so-called,adj.,Monophthong,so-called,/ ɔ /
600,B,somehow,adv.,Monophthong,somehow,/ ʌ /
601,B,sometime,adv.,Monophthong,sometime,/ ʌ /
602,B,sophisticated,adj.,Monophthong,sophisticated,/ ɪ /
603,B,spare,adj.,Monophthong,spare,/ ɛ /
604,B,specialize,v.,Monophthong,specialize,/ ɛ /
605,B,specify,v.,Monophthong,specify,/ ɛ /
606,B,spectacular,adj.,Monophthong,spectacular,/ æ /
607,B,spectator,n.,Monophthong,spectator,/ ɛ /
608,B,speculate,v.,Monophthong,speculate,/ ɛ /
609,B,speculation,n.,Diphthong,speculation,/ eɪ /
610,B,spice,n.,Diphthong,spice,/ aɪ /
611,B,spill,v.,Monophthong,spill,/ ɪ /
612,B,spite,n.,Diphthong,spite,/ aɪ /
613,B,spoil,v.,Diphthong,spoil,/ ɔɪ /
614,B,spokesman,n.,Diphthong,spokesman,/ oʊ /
615,B,spokesperson,n.,Diphthong,spokesperson,/ oʊ /
616,B,spokeswoman,n.,Diphthong,spokeswoman,/ oʊ /
617,B,sponsorship,n.,Monophthong,sponsorship,/ ɑ /
618,B,sporting,adj.,Monophthong,sporting,/ ɔ /
619,B,stall,n.,Monophthong,stall,/ ɔ /
620,B,stance,n.,Monophthong,stance,/ æ /
621,B,starve,v.,Monophthong,starve,/ ɑ /
622,B,steadily,adv.,Monophthong,steadily,/ ɛ /
623,B,steam,n.,Monophthong,steam,/ i /
624,B,stimulate,v.,Monophthong,stimulate,/ ɪ /
625,B,strengthen,v.,Monophthong,strengthen,/ ɛ /
626,B,strictly,adv.,Monophthong,strictly,/ ɪ /
627,B,stroke,n.,Diphthong,stroke,/ oʊ /
628,B,stunning,adj.,Monophthong,stunning,/ ʌ /
629,B,subsequent,adj.,Monophthong,subsequent,/ ʌ /
630,B,subsequently,adv.,Monophthong,subsequently,/ ʌ /
631,B,suburb,n.,Monophthong,suburb,/ ʌ /
632,B,suffering,n.,Monophthong,suffering,/ ʌ /
633,B,sufficient,adj.,Monophthong,sufficient,/ ɪ /
634,B,sufficiently,adv.,Monophthong,sufficiently,/ ɪ /
635,B,super,adj.,Monophthong,super,/ u /
636,B,surgeon,n.,Monophthong,surgeon,/ ɝ /
637,B,survival,n.,Diphthong,survival,/ aɪ /
638,B,survivor,n.,Diphthong,survivor,/ aɪ /
639,B,suspend,v.,Monophthong,suspend,/ ɛ /
640,B,sustainable,adj.,Diphthong,sustainable,/ eɪ /
641,B,swallow,v.,Monophthong,swallow,/ ɑ /
642,B,sympathetic,adj.,Monophthong,sympathetic,/ ɛ /
643,B,tackle,v.,Monophthong,tackle,/ æ /
644,B,tag,n.,Monophthong,tag,/ æ /
645,B,tag,v.,Monophthong,tag,/ æ /
646,B,tap,v.,Monophthong,tap,/ æ /
647,B,tap,n.,Monophthong,tap,/ æ /
648,B,technological,adj.,Monophthong,technological,/ ɑ /
649,B,teens,n.,Monophthong,teens,/ i /
650,B,temple,n.,Monophthong,temple,/ ɛ /
651,B,temporarily,adv.,Monophthong,temporarily,/ ɛ /
652,B,tendency,n.,Monophthong,tendency,/ ɛ /
653,B,tension,n.,Monophthong,tension,/ ɛ /
654,B,terminal,n.,Monophthong,terminal,/ ɝ /
655,B,terms,n.,Monophthong,terms,/ ɝ /
656,B,terribly,adv.,Monophthong,terribly,/ ɛ /
657,B,terrify,v.,Monophthong,terrify,/ ɛ /
658,B,territory,n.,Monophthong,territory,/ ɛ /
659,B,terror,n.,Monophthong,terror,/ ɛ /
660,B,terrorism,n.,Monophthong,terrorism,/ ɛ /
661,B,terrorist,n.,Monophthong,terrorist,/ ɛ /
662,B,testing,n.,Monophthong,testing,/ ɛ /
663,B,textbook,n.,Monophthong,textbook,/ ɛ /
664,B,theft,n.,Monophthong,theft,/ ɛ /
665,B,therapist,n.,Monophthong,therapist,/ ɛ /
666,B,thesis,n.,Monophthong,thesis,/ i /
667,B,thorough,adj.,Monophthong,thorough,/ ɛ /
668,B,thoroughly,adv.,Monophthong,thoroughly,/ ɛ /
669,B,thumb,n.,Monophthong,thumb,/ ʌ /
670,B,timing,n.,Diphthong,timing,/ aɪ /
671,B,tissue,n.,Monophthong,tissue,/ ɪ /
672,B,ton,n.,Monophthong,ton,/ ʌ /
673,B,tonne,n.,Monophthong,tonne,/ ʌ /
674,B,tournament,n.,Monophthong,tournament,/ ʊ /
675,B,trace,v.,Diphthong,trace,/ eɪ /
676,B,trading,n.,Diphthong,trading,/ eɪ /
677,B,tragedy,n.,Monophthong,tragedy,/ æ /
678,B,tragic,adj.,Monophthong,tragic,/ æ /
679,B,trait,n.,Diphthong,trait,/ eɪ /
680,B,transmit,v.,Monophthong,transmit,/ ɪ /
681,B,transportation,n.,Diphthong,transportation,/ eɪ /
682,B,trap,v.,Monophthong,trap,/ æ /
683,B,trap,n.,Monophthong,trap,/ æ /
684,B,treasure,n.,Monophthong,treasure,/ ɛ /
685,B,tribe,n.,Diphthong,tribe,/ aɪ /
686,B,trigger,v.,Monophthong,trigger,/ ɪ /
687,B,trillion,num.,Monophthong,trillion,/ ɪ /
688,B,troop,n.,Monophthong,troop,/ u /
689,B,tsunami,n.,Monophthong,tsunami,/ ɑ /
690,B,ultimate,adj.,Monophthong,ultimate,/ ʌ /
691,B,unacceptable,adj.,Monophthong,unacceptable,/ ɛ /
692,B,uncertainty,n.,Monophthong,uncertainty,/ ɝ /
693,B,undergo,v.,Diphthong,undergo,/ oʊ /
694,B,undertake,v.,Diphthong,undertake,/ eɪ /
695,B,unfold,v.,Diphthong,unfold,/ oʊ /
696,B,unfortunate,adj.,Monophthong,unfortunate,/ ɔ /
697,B,unite,v.,Diphthong,unite,/ aɪ /
698,B,unity,n.,Monophthong,unity,/ u /
699,B,universal,adj.,Monophthong,universal,/ ɝ /
700,B,urgent,adj.,Monophthong,urgent,/ ɝ /
701,B,usage,n.,Monophthong,usage,/ u /
702,B,useless,adj.,Monophthong,useless,/ u /
703,B,valid,adj.,Monophthong,valid,/ æ /
704,B,variation,n.,Diphthong,variation,/ eɪ /
705,B,vertical,adj.,Monophthong,vertical,/ ɝ /
706,B,viewpoint,n.,Monophthong,viewpoint,/ u /
707,B,visa,n.,Monophthong,visa,/ i /
708,B,visible,adj.,Monophthong,visible,/ ɪ /
709,B,voluntary,adj.,Monophthong,voluntary,/ ɑ /
710,B,voting,n.,Diphthong,voting,/ oʊ /
711,B,wander,v.,Monophthong,wander,/ ɑ /
712,B,warming,n.,Monophthong,warming,/ ɔ /
713,B,weekly,adj.,Monophthong,weekly,/ i /
714,B,weird,adj.,Monophthong,weird,/ ɪ /
715,B,welfare,n.,Monophthong,welfare,/ ɛ /
716,B,wheat,n.,Monophthong,wheat,/ i /
717,B,whoever,pron.,Monophthong,whoever,/ ɛ /
718,B,widespread,adj.,Diphthong,widespread,/ ɛ /
719,B,wisdom,n.,Monophthong,wisdom,/ ɪ /
720,B,withdraw,v.,Monophthong,withdraw,/ ɔ /
721,B,workforce,n.,Monophthong,workforce,/ ɝ /
722,B,workplace,n.,Monophthong,workplace,/ ɝ /
723,B,workshop,n.,Monophthong,workshop,/ ɝ /
724,B,worm,n.,Monophthong,worm,/ ɝ /
725,B,wrist,n,Monophthong,wrist,/ ɪ /
